"Indicator","PUBLISH STATES","Year","WHO region","World Bank income group","Country","Display Value","Numeric","Low","High","Comments"
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","2016","Americas","Upper-middle-income","Brazil","95","95.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","2017","Americas","Upper-middle-income","Brazil","91","91.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","2018","Americas","Upper-middle-income","Brazil","84","84.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","1980","Americas","High-income","Barbados","41","41.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","1981","Americas","High-income","Barbados","47","47.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","1994","Americas","High-income","Barbados","97","97.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","1995","Americas","High-income","Barbados","92","92.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","1996","Americas","High-income","Barbados","99","99.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","2017","Europe","Upper-middle-income","Belarus","97","97.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","2018","Europe","Upper-middle-income","Belarus","97","97.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","1980","Americas","Upper-middle-income","Belize","21","21.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","1981","Americas","Upper-middle-income","Belize","40","40.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","1994","Americas","Upper-middle-income","Belize","82","82.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","1995","Americas","Upper-middle-income","Belize","83","83.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","1996","Americas","Upper-middle-income","Belize","81","81.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","1997","Americas","Upper-middle-income","Belize","85","85.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","2011","Americas","Upper-middle-income","Belize","98","98.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","2012","Americas","Upper-middle-income","Belize","96","96.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","2013","Americas","Upper-middle-income","Belize","99","99.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","2014","Americas","Upper-middle-income","Belize","95","95.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","1989","Americas","Lower-middle-income","Bolivia (Plurinational State of)","59","59.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","1990","Americas","Lower-middle-income","Bolivia (Plurinational State of)","53","53.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","1991","Americas","Lower-middle-income","Bolivia (Plurinational State of)","54","54.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","1992","Americas","Lower-middle-income","Bolivia (Plurinational State of)","57","57.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","2005","Americas","Lower-middle-income","Bolivia (Plurinational State of)","89","89.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","2006","Americas","Lower-middle-income","Bolivia (Plurinational State of)","88","88.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","2007","Americas","Lower-middle-income","Bolivia (Plurinational State of)","86","86.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","2008","Americas","Lower-middle-income","Bolivia (Plurinational State of)","92","92.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","1983","Americas","Upper-middle-income","Brazil","68","68.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","2016","South-East Asia","Lower-middle-income","Bhutan","97","97.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","2017","South-East Asia","Lower-middle-income","Bhutan","97","97.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","2018","South-East Asia","Lower-middle-income","Bhutan","97","97.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","1980","Africa","Upper-middle-income","Botswana","63","63.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","1981","Africa","Upper-middle-income","Botswana","70","70.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","1994","Africa","Upper-middle-income","Botswana","88","88.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","1995","Africa","Upper-middle-income","Botswana","89","89.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","1996","Africa","Upper-middle-income","Botswana","89","89.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","1997","Africa","Upper-middle-income","Botswana","89","89.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","2011","Africa","Upper-middle-income","Botswana","97","97.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","2012","Africa","Upper-middle-income","Botswana","97","97.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","2013","Africa","Upper-middle-income","Botswana","97","97.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","2014","Africa","Upper-middle-income","Botswana","97","97.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","1989","Africa","Low-income","Central African Republic","69","69.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","1990","Africa","Low-income","Central African Republic","82","82.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","1991","Africa","Low-income","Central African Republic","57","57.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","1992","Africa","Low-income","Central African Republic","32","32.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","2005","Africa","Low-income","Central African Republic","62","62.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","2006","Africa","Low-income","Central African Republic","61","61.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","2007","Africa","Low-income","Central African Republic","59","59.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","2008","Africa","Low-income","Central African Republic","58","58.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","1990","Americas","High-income","Canada","89","89.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","1991","Americas","High-income","Canada","92","92.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","1992","Americas","High-income","Canada","94","94.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","1993","Americas","High-income","Canada","96","96.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","2007","Americas","High-income","Canada","94","94.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","2008","Americas","High-income","Canada","93","93.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","2009","Americas","High-income","Canada","91","91.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","2010","Americas","High-income","Canada","90","90.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","1990","Europe","High-income","Switzerland","90","90.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","1991","Europe","High-income","Switzerland","83","83.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","1992","Europe","High-income","Switzerland","83","83.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","1984","Americas","Upper-middle-income","Brazil","73","73.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","1985","Americas","Upper-middle-income","Brazil","67","67.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","1986","Americas","Upper-middle-income","Brazil","67","67.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","1997","Americas","High-income","Barbados","92","92.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","2011","Americas","High-income","Barbados","93","93.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","2012","Americas","High-income","Barbados","90","90.00000","","",""
